Year,Month,State,Location,Food,Species,Illnesses,Hospitalizations,Fatalities,Food_grouped,Species_grouped,primary_location
2008,November,Utah,Unknown,Unknown,Salmonella enterica,46,4.0,0.0,Unknown,Salmonella enterica,Unknown
2008,November,Virginia,Restaurant,Unknown,Salmonella enterica,21,8.0,0.0,Unknown,Salmonella enterica,Restaurant
2008,November,Washington,Restaurant,"Fish, Mahi Mahi",Histamine,2,0.0,0.0,Fish,Histamine,Restaurant
2008,November,Washington,Private Home/Residence,Turkey,Campylobacter jejuni,4,1.0,0.0,Turkey,Campylobacter jejuni,Private Home/Residence
2008,November,Washington,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
2008,November,Washington,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
2008,November,Wisconsin,School/College/University,Roast Beef,Clostridium perfringens; Campylobacter jejuni,76,0.0,0.0,"Beef, Raw",Campylobacter jejuni; Clostridium perfringens,School/College/University
2008,November,Wyoming,Unknown,Unknown,Giardia intestinalis,8,0.0,0.0,Unknown,Giardia intestinalis,Unknown
2008,December,Alabama,Catering Service,Turkey And Gravy,Clostridium perfringens,22,0.0,0.0,Turkey And Gravy,Clostridium perfringens,Catering Service
2008,December,Arizona,Restaurant,"Steak, Prime Rib",Staphylococcus aureus; Bacillus cereus,40,0.0,0.0,Steak,Staphylococcus aureus,Restaurant
2008,December,Arizona,Restaurant,Unknown,Norovirus genogroup II,10,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Arizona,Restaurant,Unknown,Norovirus genogroup II,13,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Arizona,Restaurant; Office/Indoor Workplace,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Arkansas,Private Home/Residence,"Turkey, Roasted",Salmonella enterica,4,1.0,0.0,Turkey,Salmonella enterica,Private Home/Residence
2008,December,California,Restaurant,Unknown,Norovirus genogroup I,8,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,California,Restaurant,Cantaloupe,Norovirus genogroup II,23,0.0,0.0,Cantaloupe,Norovirus,Restaurant
2008,December,California,Restaurant,Unknown,Unknown,16,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,California,Restaurant,Unknown,Virus,9,0.0,0.0,Unknown,Virus,Restaurant
2008,December,California,Restaurant,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,California,Private Home/Residence,"Chicken, Bbq",Salmonella unknown,10,1.0,0.0,Chicken,Salmonella,Private Home/Residence
2008,December,California,Restaurant; Private Home/Residence,Unknown,Norovirus unknown,6,1.0,0.0,Unknown,Norovirus,Restaurant
2008,December,California,Unknown,Hollandaise Sauce,Salmonella enterica,15,3.0,0.0,Hollandaise Sauce,Salmonella enterica,Unknown
2008,December,California,Restaurant; Private Home/Residence,Unknown,Norovirus genogroup II,6,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,California,Nursing Home/Assisted Living Facility,Unknown,Norovirus genogroup I; Norovirus genogroup II,62,4.0,0.0,Unknown,Norovirus,Nursing Home/Assisted Living Facility
2008,December,California,Banquet Facility,Mixed Fruit; Asian Walnut Salad,Norovirus unknown,80,0.0,0.0,Mixed Fruit; Asian Walnut Salad,Norovirus,Banquet Facility
2008,December,California,Restaurant,Macaroni And Cheese,Salmonella enterica,16,2.0,0.0,Macaroni And Cheese,Salmonella enterica,Restaurant
2008,December,California,Restaurant,Unknown,Norovirus genogroup I,13,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,California,Private Home/Residence,Unknown,Salmonella enterica,23,0.0,0.0,Unknown,Salmonella enterica,Private Home/Residence
2008,December,California,Unknown,Ground Beef,Norovirus genogroup II,18,0.0,0.0,Ground Beef,Norovirus,Unknown
2008,December,California,Restaurant,Unknown,Norovirus unknown,7,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Colorado,Restaurant,Unknown,Norovirus genogroup I,4,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Colorado,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Colorado,Nursing Home/Assisted Living Facility,Unknown,Norovirus genogroup I,53,0.0,0.0,Unknown,Norovirus,Nursing Home/Assisted Living Facility
2008,December,Colorado,Restaurant,Unknown,Unknown,9,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Colorado,Catering Service,"Cake, Brownie; Chips, Unspecified; Cookies, Unspecified",Norovirus unknown,31,0.0,0.0,"Unspecified Beverage; Cake, Brownie; Salad, Unspecified",Norovirus,Catering Service
2008,December,Colorado,Restaurant; Grocery Store,Unknown,Norovirus unknown,9,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Colorado,Restaurant,Unknown,Norovirus genogroup I,7,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Connecticut,Restaurant,Mozzarella Prosciuto,Norovirus genogroup II,21,0.0,0.0,Mozzarella Prosciuto,Norovirus,Restaurant
2008,December,Florida,Catering Service,"Turkey, Smoked; Ham",Staphylococcus aureus,30,0.0,0.0,Turkey,Staphylococcus aureus,Catering Service
2008,December,Florida,Restaurant,"Chocolate, Unspecified",Norovirus unknown,2,0.0,0.0,Chocolate Milk,Norovirus,Restaurant
2008,December,Florida,Restaurant,"Steak, Unspecified; Salad, Unspecified",Norovirus genogroup I,3,0.0,0.0,Steak,Norovirus,Restaurant
2008,December,Florida,Restaurant,Unknown,Norovirus genogroup I,10,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Florida,Catering Service,Rolls; Butter,Norovirus genogroup II,20,0.0,0.0,Rolls; Butter,Norovirus,Catering Service
2008,December,Florida,Catering Service,"Turkey, Baked",Unknown,129,0.0,0.0,Turkey,Unknown,Catering Service
2008,December,Florida,Restaurant,Ice,Norovirus genogroup I,3,0.0,0.0,Ice,Norovirus,Restaurant
2008,December,Georgia,Nursing Home/Assisted Living Facility,Unknown,Norovirus genogroup II,35,1.0,0.0,Unknown,Norovirus,Nursing Home/Assisted Living Facility
2008,December,Georgia,Private Home/Residence; Fair/Festival; Grocery Store,Unknown,Salmonella enterica,20,2.0,0.0,Unknown,Salmonella enterica,Private Home/Residence
2008,December,Hawaii,Private Home/Residence,Unknown,Norovirus unknown,7,0.0,0.0,Unknown,Norovirus,Private Home/Residence
2008,December,Illinois,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Illinois,Restaurant,Unknown,Norovirus genogroup II,19,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Illinois,Restaurant,Cheese; Ham,Norovirus genogroup I,35,0.0,0.0,Cream Cheese,Norovirus,Restaurant
2008,December,Illinois,Private Home/Residence,Pasta Salad,Unknown,5,0.0,0.0,Salad,Unknown,Private Home/Residence
2008,December,Illinois,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Illinois,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Illinois,Nursing Home/Assisted Living Facility,Pureed Food Diet,Salmonella enterica,9,1.0,2.0,Pureed Food Diet,Salmonella enterica,Nursing Home/Assisted Living Facility
2008,December,Kansas,Unknown,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Unknown
2008,December,Maine,Unknown,Unknown,Unknown,11,2.0,0.0,Unknown,Unknown,Unknown
2008,December,Maine,Unknown,Unknown,Norovirus unknown,93,4.0,0.0,Unknown,Norovirus,Unknown
2008,December,Maryland,Restaurant,Unknown,Norovirus genogroup II,45,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Maryland,Restaurant,Unknown,Norovirus genogroup I,13,1.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Massachusetts,Unknown,Unknown,Unknown,22,1.0,0.0,Unknown,Unknown,Unknown
2008,December,Massachusetts,Private Home/Residence,"Eggnog, Homemade",Salmonella enterica,18,10.0,0.0,"Eggnog, Homemade",Salmonella enterica,Private Home/Residence
2008,December,Michigan,Restaurant,House Salad; Salad Dressing,Unknown,18,0.0,0.0,"Sandwich, Gyro; Salad Dressing",Unknown,Restaurant
2008,December,Michigan,Restaurant,Unknown,Unknown,22,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Michigan,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Michigan,Restaurant,"Salad, Other; Cabbage, Unspecified",Unknown,6,0.0,0.0,"Fish, Catfish; Cabbage, Unspecified; Coleslaw",Unknown,Restaurant
2008,December,Michigan,Unknown,Unknown,Salmonella enterica,5,2.0,0.0,Unknown,Salmonella enterica,Unknown
2008,December,Minnesota,Restaurant,Unknown,Norovirus genogroup I,8,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Minnesota,Restaurant,Unknown,Norovirus genogroup I,3,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Minnesota,Restaurant,Vegetable Tray; Chicken Salad,Norovirus genogroup I,27,0.0,0.0,Fruit Salad; Vegetable Tray,Norovirus,Restaurant
2008,December,Minnesota,Banquet Facility,Unspecified Fruit,Norovirus genogroup I,13,0.0,0.0,"Infant Formula, Unspecified",Norovirus,Banquet Facility
2008,December,Minnesota,Restaurant,Unknown,Norovirus genogroup I,14,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Minnesota,Restaurant,Unknown,Norovirus genogroup I,6,1.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Minnesota,Restaurant,"Ground Beef, Unspecified",Clostridium perfringens,4,0.0,0.0,Beef,Clostridium perfringens,Restaurant
2008,December,Minnesota,Fair/Festival,Taco Meat,Bacterium,3,0.0,0.0,Meat Sauce,Bacterium,Fair/Festival
2008,December,Multistate,Restaurant; Nursing Home/Assisted Living Facility,"White Pepper, Ground",Salmonella enterica,87,0.0,0.0,"White Pepper, Ground",Salmonella enterica,Restaurant
2008,December,Nevada,Unknown,Unknown,Salmonella enterica,2,2.0,0.0,Unknown,Salmonella enterica,Unknown
2008,December,New Hampshire,Restaurant,Unknown,Norovirus genogroup II,41,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,New York,Private Home/Residence,"Fish, Baracuda",Ciguatoxin,6,0.0,0.0,Fish,Ciguatoxin,Private Home/Residence
2008,December,New York,Restaurant,Aviyal,Salmonella enterica,9,1.0,0.0,Aviyal,Salmonella enterica,Restaurant
2008,December,New York,Restaurant,Unknown,Norovirus unknown,16,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,New York,Restaurant,Unknown,Unknown,18,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Ohio,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Ohio,Banquet Facility; Catering Service,Fruit Salad; Vegetable-Based Salads Unspecified,Norovirus genogroup I,60,0.0,0.0,Pasta Salad; Vegetable-Based Salads Unspecified; Tuna Salad,Norovirus,Banquet Facility
2008,December,Ohio,Restaurant,Unknown,Norovirus genogroup II,2,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Ohio,Restaurant,"Sandwich, Submarine",Unknown,12,0.0,0.0,Sandwich,Unknown,Restaurant
2008,December,Ohio,Restaurant,Unknown,Norovirus genogroup I,22,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Ohio,Banquet Facility,Unknown,Norovirus genogroup I,43,0.0,0.0,Unknown,Norovirus,Banquet Facility
2008,December,Ohio,Restaurant,Unknown,Norovirus genogroup II,6,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Ohio,Unknown,Unknown,Norovirus genogroup II,4,0.0,0.0,Unknown,Norovirus,Unknown
2008,December,Ohio,Restaurant,Unknown,Unknown,7,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Ohio,Restaurant; Private Home/Residence; Catering Service; Office/Indoor Workplace,Unknown,Unknown,15,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Oklahoma,Restaurant,Unknown,Norovirus genogroup II,38,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Oregon,Restaurant,Unknown,Clostridium perfringens,10,0.0,0.0,Unknown,Clostridium perfringens,Restaurant
2008,December,Oregon,Private Home/Residence,Unknown,Norovirus genogroup II,10,0.0,0.0,Unknown,Norovirus,Private Home/Residence
2008,December,Pennsylvania,Restaurant,Unknown,Shigella sonnei,2,0.0,0.0,Unknown,Shigella sonnei,Restaurant
2008,December,Pennsylvania,Private Home/Residence,Other Food,Salmonella enterica,14,3.0,0.0,Other Food,Salmonella enterica,Private Home/Residence
2008,December,Puerto Rico,Catering Service,Pork,Salmonella enterica,31,0.0,0.0,Pork,Salmonella enterica,Catering Service
2008,December,Tennessee,Private Home/Residence,"Soup, Other",Staphylococcus unknown,25,0.0,0.0,"Soup, Other Fish",Staphylococcus unknown,Private Home/Residence
2008,December,Texas,Restaurant,"Sandwich, Wrap",Norovirus genogroup II,9,0.0,0.0,"Sandwich, Seafood",Norovirus,Restaurant
2008,December,Washington,Restaurant,Unknown,Norovirus genogroup I,3,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,Washington,Restaurant,Unknown,Norovirus genogroup I,4,0.0,0.0,Unknown,Norovirus,Restaurant
2008,December,West Virginia,Restaurant; Private Home/Residence,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Restaurant
2008,December,Wisconsin,Restaurant,"Cake, Chocolate",Norovirus genogroup II,14,1.0,0.0,"Cake, Chocolate",Norovirus,Restaurant
2008,December,Wisconsin,Unknown,Turkey And Gravy,Clostridium perfringens,62,1.0,0.0,Turkey And Gravy,Clostridium perfringens,Unknown
2008,December,Wyoming,Banquet Facility,"Roast Beef, Other",Unknown,16,0.0,0.0,Lettuce; Roast Beef,Unknown,Banquet Facility
2009,January,Alabama,Restaurant,"Rice, White",Bacillus cereus,13,0.0,0.0,"Rice, White",Bacillus cereus,Restaurant
2009,January,California,Fast Food Restaurant,Bun,Unknown,3,0.0,0.0,Bun,Unknown,Fast Food Restaurant
2009,January,California,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
2009,January,California,Unknown,Unknown,Norovirus unknown,10,0.0,0.0,Unknown,Norovirus,Unknown
2009,January,California,Restaurant,Unknown,Norovirus unknown,10,0.0,0.0,Unknown,Norovirus,Restaurant
2009,January,California,Restaurant,Unknown,Norovirus unknown,7,0.0,0.0,Unknown,Norovirus,Restaurant
2009,January,California,Restaurant,"Tacos; Garlic, Unspecified",Norovirus unknown,5,0.0,0.0,"Tomato Sauce, Unspecified",Norovirus,Restaurant
2009,January,Colorado,Fast Food Restaurant,"Pizza, Vegetable",Norovirus,10,1.0,0.0,"Guacamole; Pizza, Vegetable",Norovirus,Fast Food Restaurant
2009,January,Colorado,Fast Food Restaurant,"Sandwich, Roast Beef",Unknown,2,0.0,0.0,"Sandwich, Roast Beef",Unknown,Fast Food Restaurant
2009,January,Colorado,Catering Service,"Sandwich, Turkey",Norovirus,9,0.0,0.0,Sandwich,Norovirus,Catering Service
2009,January,Colorado,Banquet Facility,Unknown,Norovirus genogroup II,40,0.0,0.0,Unknown,Norovirus,Banquet Facility
2009,January,Connecticut,Restaurant,Ice,Norovirus genogroup II,21,0.0,0.0,Ice,Norovirus,Restaurant
2009,January,Connecticut,Restaurant; Catering Service,"Lasagna, Vegetarian",Salmonella enterica,7,2.0,0.0,"Wine; Lasagna, Vegetarian",Salmonella enterica,Restaurant
2009,January,Florida,Restaurant,"Sandwich, Wrap; Sandwich, Wrap",Norovirus genogroup I,24,0.0,0.0,"Sandwich, Wrap; Sandwich, Wrap",Norovirus,Restaurant
2009,January,Florida,Restaurant,Macaroni Salad,Unknown,15,0.0,0.0,Macaroni Salad,Unknown,Restaurant
2009,January,Florida,Unknown,Unknown,Norovirus genogroup II,24,0.0,0.0,Unknown,Norovirus,Unknown
2009,January,Florida,Private Home/Residence,"Fish, Baracuda",Ciguatoxin,3,0.0,0.0,Fish,Ciguatoxin,Private Home/Residence
2009,January,Florida,Restaurant,"Squid/Calamari, Unspecified",Norovirus genogroup II,3,0.0,0.0,"Clams, Fried; Squid/Calamari, Unspecified",Norovirus,Restaurant
2009,January,Florida,Fast Food Restaurant,Unknown,Norovirus genogroup II,11,0.0,0.0,Unknown,Norovirus,Fast Food Restaurant
2009,January,Florida,Restaurant,Cheesecake Shooters,Norovirus genogroup II,3,0.0,0.0,Cheesecake Shooters,Norovirus,Restaurant
2009,January,Florida,Restaurant,Buffet,Staphylococcus aureus,2,0.0,0.0,Buffet,Staphylococcus aureus,Restaurant
2009,January,Florida,Restaurant,"Chicken, Baked",Staphylococcus aureus,2,0.0,0.0,Chicken,Staphylococcus aureus,Restaurant
2009,January,Florida,Restaurant,Salads,Norovirus,6,0.0,0.0,Salad,Norovirus,Restaurant
2009,January,Florida,Restaurant,Buffet,Bacillus cereus,2,0.0,0.0,Buffet,Bacillus cereus,Restaurant
2009,January,Florida,Restaurant,"Refried Beans, Unspecified",Bacillus cereus,2,0.0,0.0,Rice/Beans,Bacillus cereus,Restaurant
2009,January,Florida,Unknown,Unknown,Norovirus genogroup II,31,0.0,0.0,Unknown,Norovirus,Unknown
2009,January,Georgia,Restaurant,Unknown,Norovirus genogroup II,46,1.0,0.0,Unknown,Norovirus,Restaurant
2009,January,Hawaii,Unknown,Unknown,Histamine,2,0.0,0.0,Unknown,Histamine,Unknown
2009,January,Idaho,Fast Food Restaurant,"Refried Beans, Unspecified",Unknown,9,0.0,0.0,Rice/Beans,Unknown,Fast Food Restaurant
2009,January,Illinois,Restaurant,Unknown,Norovirus genogroup II,6,0.0,0.0,Unknown,Norovirus,Restaurant
2009,January,Illinois,Restaurant,Unknown,Norovirus genogroup II,23,0.0,0.0,Unknown,Norovirus,Restaurant
2009,January,Illinois,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
2009,January,Illinois,Catering Service,Unknown,Unknown,31,0.0,0.0,Unknown,Unknown,Catering Service
2009,January,Illinois,Restaurant,"Cake, Chocolate",Norovirus genogroup II,26,1.0,0.0,"Cake, Chocolate",Norovirus,Restaurant
2009,January,Illinois,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
2009,January,Illinois,Grocery Store,Unknown,Salmonella enterica,7,2.0,0.0,Unknown,Salmonella enterica,Grocery Store
2009,January,Illinois,Restaurant,Unknown,Norovirus genogroup II,16,0.0,0.0,Unknown,Norovirus,Restaurant
2009,January,Illinois,Restaurant,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Restaurant
2009,January,Illinois,Unknown,Unknown,Norovirus genogroup II,303,0.0,0.0,Unknown,Norovirus,Unknown
2009,January,Illinois,Unknown,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Unknown
2009,January,Kansas,Restaurant,Unknown,Unknown,4,1.0,0.0,Unknown,Unknown,Restaurant
2009,January,Kansas,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
2009,January,Maryland,Restaurant,Unknown,Norovirus genogroup II,12,0.0,0.0,Unknown,Norovirus,Restaurant
2009,January,Maryland,Restaurant,Unknown,Norovirus genogroup II,13,0.0,0.0,Unknown,Norovirus,Restaurant
2009,January,Maryland,Banquet Facility,Unknown,Unknown,80,0.0,0.0,Unknown,Unknown,Banquet Facility
2009,January,Massachusetts,Restaurant,Unknown,Salmonella enterica,5,0.0,0.0,Unknown,Salmonella enterica,Restaurant
2009,January,Massachusetts,Private Home/Residence,"Ground Beef, Hamburger","Escherichia coli, Shiga toxin-producing",3,2.0,0.0,Ground Beef,Escherichia coli,Private Home/Residence
2009,January,Massachusetts,Banquet Facility,Salads; Tomatoes; Vegetables,Unknown,32,0.0,0.0,Salads; Tomatoes; Vegetables,Unknown,Banquet Facility
2009,January,Massachusetts,Banquet Facility,Unknown,Unknown,91,0.0,0.0,Unknown,Unknown,Banquet Facility
2009,January,Michigan,Restaurant,"Burrito, Chicken",Unknown,15,0.0,0.0,"Burrito, Chicken",Unknown,Restaurant
2009,January,Michigan,Restaurant,Turkey,Unknown,18,0.0,0.0,Turkey,Unknown,Restaurant
2009,January,Minnesota,Restaurant,Unknown,Norovirus,2,0.0,0.0,Unknown,Norovirus,Restaurant
2009,January,Minnesota,Unknown,Unknown,Norovirus,16,0.0,0.0,Unknown,Norovirus,Unknown
2009,January,Minnesota,Restaurant,Unknown,Norovirus,5,0.0,0.0,Unknown,Norovirus,Restaurant
2009,January,Minnesota,Fast Food Restaurant,Unknown,Norovirus,3,0.0,0.0,Unknown,Norovirus,Fast Food Restaurant
2009,January,Minnesota,Restaurant,Cookies,Norovirus,21,0.0,0.0,Cookies,Norovirus,Restaurant
2009,January,Minnesota,Restaurant,"Salad, Unspecified",Norovirus,7,0.0,0.0,Salad,Norovirus,Restaurant
2009,January,Missouri,Banquet Facility,Unknown,Unknown,40,0.0,0.0,Unknown,Unknown,Banquet Facility
2009,January,New Hampshire,Office/Indoor Workplace,Fruit-Based Salads,Norovirus genogroup II,11,0.0,0.0,Salad,Norovirus,Office/Indoor Workplace
2009,January,New Jersey,Unknown,Unknown,Norovirus,9,0.0,0.0,Unknown,Norovirus,Unknown
2009,January,New Jersey,Unknown,Unknown,Unknown,9,0.0,0.0,Unknown,Unknown,Unknown
2009,January,New Mexico,Unknown,Unknown,Unknown,26,0.0,0.0,Unknown,Unknown,Unknown
2009,January,New York,Restaurant,"Ground Beef, Other",Unknown,6,0.0,0.0,Ground Beef,Unknown,Restaurant
2009,January,Ohio,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
2009,January,Ohio,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
2009,January,Ohio,Catering Service,"Sandwich, Deli",Norovirus genogroup II,22,0.0,0.0,Sandwich,Norovirus,Catering Service
2009,January,Ohio,Private Home/Residence,Taco Meat,Clostridium perfringens,8,0.0,0.0,Meat Sauce,Clostridium perfringens,Private Home/Residence
2009,January,Ohio,Restaurant,Unknown,Norovirus genogroup II,6,0.0,0.0,Unknown,Norovirus,Restaurant
2009,January,Pennsylvania,Unknown,"Milk, Whole Milk Unpasteurized",Campylobacter jejuni,9,1.0,0.0,Milk,Campylobacter jejuni,Unknown
2009,January,Rhode Island,Unknown,Unknown,Norovirus genogroup II,9,0.0,0.0,Unknown,Norovirus,Unknown
2009,January,South Carolina,Catering Service,Unknown,Unknown,14,0.0,0.0,Unknown,Unknown,Catering Service
2009,January,South Carolina,Restaurant,Unknown,Norovirus genogroup II,4,0.0,0.0,Unknown,Norovirus,Restaurant
2009,January,South Carolina,Unknown,Unknown,Norovirus genogroup II,13,0.0,0.0,Unknown,Norovirus,Unknown
2009,January,Tennessee,Grocery Store,Cake,Norovirus genogroup I,8,1.0,0.0,Cake,Norovirus,Grocery Store
2009,January,Tennessee,Restaurant,"Oysters, Raw",Norovirus genogroup II,22,4.0,0.0,"Oysters, Raw",Norovirus,Restaurant
2009,January,Tennessee,Fast Food Restaurant,Unknown,Norovirus genogroup I,6,0.0,0.0,Unknown,Norovirus,Fast Food Restaurant
2009,January,Virginia,Private Home/Residence,"Rice, Fried Rice; Rice, Fried Rice",Salmonella enterica,11,1.0,0.0,"Rice, Fried Rice; Rice, Fried Rice",Salmonella enterica,Private Home/Residence
2009,January,Washington,Private Home/Residence,Green Beans,Clostridium botulinum,3,3.0,0.0,Green Beans,Clostridium botulinum,Private Home/Residence
2009,January,Wisconsin,Restaurant,Fruit,Norovirus genogroup II,16,0.0,0.0,Fruit,Norovirus,Restaurant
2009,January,Wisconsin,Restaurant,Unknown,Norovirus genogroup II,5,0.0,0.0,Unknown,Norovirus,Restaurant
2009,January,Wisconsin,Restaurant,Unknown,Norovirus genogroup II,62,1.0,0.0,Unknown,Norovirus,Restaurant
2009,February,Alaska,Private Home/Residence,Unknown,Norovirus genogroup I; Norovirus genogroup II,35,0.0,0.0,Unknown,Norovirus,Private Home/Residence
2009,February,California,Restaurant,Spring Roll,Unknown,4,0.0,0.0,Spring Roll,Unknown,Restaurant
2009,February,California,Unknown,Unknown,Norovirus unknown,9,0.0,0.0,Unknown,Norovirus,Unknown
2009,February,California,Fast Food Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Fast Food Restaurant
2009,February,California,Restaurant,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Restaurant
2009,February,California,Restaurant,Unknown,Norovirus unknown,7,1.0,0.0,Unknown,Norovirus,Restaurant
2009,February,California,Restaurant,Unknown,Norovirus unknown,20,0.0,0.0,Unknown,Norovirus,Restaurant
2009,February,California,School/College/University,"Deli Meat, Multiple",Norovirus unknown,16,0.0,0.0,"Deli Meat, Multiple",Norovirus,School/College/University
2009,February,Colorado,Restaurant,"Flauta, Chicken; Chile Relleno, Unspecified; Lettuce",Norovirus,6,0.0,0.0,"Chile Relleno, Unspecified; Eggs, Other",Norovirus,Restaurant
2009,February,Colorado,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
2009,February,Connecticut,Restaurant; Private Home/Residence; Fair/Festival,Unknown,Salmonella enterica,4,1.0,0.0,Unknown,Salmonella enterica,Restaurant
2009,February,Florida,Nursing Home/Assisted Living Facility,"Cookies, Unspecified",Norovirus genogroup II,13,2.0,0.0,"Cookies, Unspecified; Lemon Bars",Norovirus,Nursing Home/Assisted Living Facility
2009,February,Florida,Fast Food Restaurant,"Salad, Unspecified",Unknown,3,1.0,0.0,Salad,Unknown,Fast Food Restaurant
2009,February,Florida,Banquet Facility,Vinagarette-Based Dressing,Norovirus,30,0.0,0.0,Vinagarette-Based Dressing,Norovirus,Banquet Facility
2009,February,Florida,Restaurant,Multiple Foods,Norovirus,5,0.0,0.0,Multiple Foods,Norovirus,Restaurant
2009,February,Florida,Restaurant,Multiple Foods,Staphylococcus aureus,2,0.0,0.0,Multiple Foods,Staphylococcus aureus,Restaurant
2009,February,Florida,Restaurant,Rice,Bacillus cereus,6,0.0,0.0,Rice,Bacillus cereus,Restaurant
2009,February,Georgia,Banquet Facility,Unknown,Norovirus genogroup II,8,0.0,0.0,Unknown,Norovirus,Banquet Facility
2009,February,Georgia,Restaurant,Nachos And Cheese,Norovirus genogroup II,3,0.0,0.0,Macaroni And Cheese,Norovirus,Restaurant
2009,February,Hawaii,Unknown,Unknown,Norovirus genogroup II,21,0.0,0.0,Unknown,Norovirus,Unknown
2009,February,Illinois,Unknown,Unknown,Norovirus genogroup II,51,0.0,0.0,Unknown,Norovirus,Unknown
2009,February,Illinois,Restaurant,Unknown,Norovirus genogroup II,10,0.0,0.0,Unknown,Norovirus,Restaurant
2009,February,Illinois,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
2009,February,Illinois,Restaurant,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Restaurant
2009,February,Illinois,Restaurant,Unknown,Norovirus genogroup II,13,0.0,0.0,Unknown,Norovirus,Restaurant
2009,February,Kansas,Restaurant,Unknown,Norovirus unknown,3,0.0,0.0,Unknown,Norovirus,Restaurant
2009,February,Kansas,Fast Food Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Fast Food Restaurant
2009,February,Kansas,Unknown,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Unknown
2009,February,Maryland,Grocery Store,Unknown,Unknown,10,0.0,0.0,Unknown,Unknown,Grocery Store
2009,February,Massachusetts,Unknown,Unknown,Salmonella enterica,2,0.0,0.0,Unknown,Salmonella enterica,Unknown
2009,February,Massachusetts,Restaurant,Unknown,Unknown,9,0.0,0.0,Unknown,Unknown,Restaurant
2009,February,Michigan,Catering Service,"Pork, Other; Rice, Unspecified",Unknown,50,0.0,0.0,Rice/Beans,Unknown,Catering Service
